,bookid,title,authors,average_rating,isbn,isbn13,language_code,publication_date,publisher,title2,author2,genre,multiple_authors,n_authors,authors_list,main_author,max_pages,total_reviews,avg_numpages_author,n_pages_vs_avg_auth,avg_numpages_publisher,n_pages_vs_avg_pub,rating_vs_avg_auth,avg_rating_publisher,rating_vs_avg_pub,rating_vs_mode,pub_month,pub_year,pub_month_text,season,season_num,language_code_ENgroup,ratings_count_category,ratings_count_category_T,text_reviews_count_category,text_reviews_count_category_T,log_total_reviews,total_reviews_category,total_reviews_category_T,language_code_T,language_code_ENgroup_T,num_pages_cat,max_pages_cat,num_pages_cat_T,max_pages_cat_T,average_rating_cat,average_rating_cat_T
5550,2910,126,863,130,4973,4994,4,2473,174,133,587,23,0,0,913,572,442,2588,813,103,641,104,27,86,42,130,9,68,5,2,2,1,3,3,2,2,1967,3,3,13,0,2,2,2,2,1,3
8654,6195,127,5349,117,2073,2093,4,3024,1456,134,3735,2,0,0,5352,3642,221,3895,354,81,604,54,29,78,41,117,3,70,2,3,0,1,2,2,1,1,533,2,2,13,0,1,1,1,1,1,3
10030,7718,128,1468,110,2391,2410,4,420,486,2430,1018,9,0,0,1519,1012,277,2708,325,105,526,73,28,102,33,110,1,49,10,0,3,1,3,3,1,1,2032,3,3,13,0,2,2,2,2,1,3
1505,9075,129,5110,162,8035,8044,4,2117,2019,135,3544,23,0,0,5118,3450,676,419,1186,108,609,169,32,88,50,162,2,66,9,0,3,1,4,5,0,3,4955,4,5,13,0,0,0,3,3,1,3
4838,2198,130,530,142,4706,4727,4,2678,319,136,341,0,0,0,581,334,650,1558,1204,100,538,173,27,91,44,142,8,69,6,2,2,1,2,2,1,1,197,2,2,13,0,0,0,3,3,1,3
7864,5397,131,3371,155,373,397,4,3140,860,137,2306,8,0,0,3398,2225,580,3611,1041,109,770,121,29,93,47,155,8,71,6,2,2,1,0,4,0,3,4562,0,4,13,0,0,0,3,3,1,3
1293,8766,132,5154,116,9721,9722,4,3054,35,138,3581,28,0,0,5161,3489,229,3299,232,100,191,100,27,88,38,116,4,71,3,3,0,1,3,3,2,2,2330,3,3,13,0,1,1,1,1,1,3
7446,4934,133,4981,28,4688,4709,4,1222,319,5548,3443,23,1,20,4991,3355,247,1603,281,100,538,64,27,91,14,28,9,61,5,2,2,1,5,0,4,0,2,5,0,13,0,2,2,2,2,2,2
5634,3016,134,4112,136,6465,6481,4,3126,884,139,2831,20,0,0,4131,2744,569,1970,963,117,688,130,27,90,43,136,8,71,6,2,2,1,2,2,1,1,234,2,2,13,0,0,0,3,3,1,3
2183,9724,135,5647,93,6369,6385,4,2084,267,140,3936,28,0,0,5649,3821,318,2741,637,85,378,100,23,65,38,93,1,66,10,0,3,1,1,1,4,0,33,1,1,13,0,2,2,2,2,1,3
7390,4875,136,6087,111,5728,5744,4,1083,1691,141,4200,5,0,0,6088,4088,582,832,580,167,620,142,28,83,38,111,4,60,3,3,0,1,3,3,2,2,1193,3,3,13,0,0,0,3,3,1,3
845,4787,137,3702,124,7734,7746,4,1780,1715,142,2537,25,1,11,32,2455,545,2016,349,20,861,100,26,96,38,124,5,65,7,1,1,1,2,2,4,0,239,2,2,13,0,4,4,0,0,1,3
6692,4127,138,4309,169,8654,8660,4,1614,2002,6390,2979,4,1,30,4327,2884,221,3386,383,78,162,102,33,114,44,169,5,64,7,1,1,1,0,4,2,2,4509,0,4,13,0,1,1,1,1,1,3
4445,1797,139,3139,110,7362,7376,4,2418,1208,143,2123,28,1,11,3173,2053,467,1073,868,104,881,82,33,97,34,110,6,68,0,1,1,1,3,3,2,2,1293,3,3,13,0,0,0,3,3,1,3
10709,8453,140,2496,122,4256,4277,3,3282,1325,144,1652,20,0,0,2536,1595,461,4083,892,100,643,109,27,89,39,122,4,72,3,3,0,1,2,2,1,1,575,2,2,22,0,2,2,2,2,1,3
4262,1591,141,1242,99,7724,7736,3,2769,1975,145,858,1,0,0,1290,855,500,4450,990,100,799,100,27,71,38,99,2,69,9,0,3,1,5,0,4,0,7,5,0,22,0,0,0,3,3,1,3
894,5154,142,1079,98,4472,4493,4,1591,551,146,752,23,1,20,1127,736,802,4141,1046,156,203,319,29,95,32,98,0,64,4,3,0,1,2,2,1,1,587,2,2,13,0,0,0,3,3,1,3
9147,6737,143,5764,137,2848,2867,4,1940,2019,147,4003,26,1,20,5765,3901,333,3238,513,100,609,81,27,88,43,137,0,66,4,3,0,1,3,3,2,2,2300,3,3,13,0,2,2,2,2,1,3
7759,5284,144,4853,105,2304,2323,4,2004,1721,148,3359,2,0,0,4864,3260,345,1244,288,139,441,100,24,77,38,105,7,66,8,1,1,1,3,3,1,1,1360,3,3,13,0,2,2,2,2,1,3
10484,8207,145,3526,52,566,590,4,1870,151,149,2402,28,0,0,3552,2326,587,637,1136,99,758,124,10,88,22,52,11,65,11,0,3,1,3,3,2,2,1115,3,3,13,0,0,0,3,3,2,2
1669,9231,146,5564,127,7438,7452,4,3226,1959,150,3858,19,0,0,5567,3759,486,1326,959,100,454,139,27,103,37,127,2,71,9,0,3,1,2,2,1,1,178,2,2,13,0,0,0,3,3,1,3
1083,6940,147,3557,105,5898,5914,4,2552,1750,151,2424,10,0,0,3582,2348,464,1568,901,100,309,161,27,94,34,105,3,68,2,3,0,1,4,5,0,3,5076,4,5,13,0,0,0,3,3,1,3
10226,7934,148,356,99,493,517,3,2119,828,152,240,9,1,11,408,240,648,1109,1166,106,631,158,25,87,34,99,3,66,2,3,0,1,2,2,1,1,161,2,2,22,0,0,0,3,3,1,3
5392,2731,149,4324,187,9141,9144,4,2676,1713,155,2939,2,1,25,4343,2894,389,4723,684,100,269,145,27,118,48,187,8,69,6,2,2,1,1,1,4,0,79,1,1,13,0,2,2,2,2,4,4
2567,10137,150,928,159,8603,8609,4,1171,1158,156,632,25,1,11,978,627,98,2,54,100,45,100,27,131,38,159,3,60,2,3,0,1,5,0,4,0,10,1,1,13,0,1,1,1,1,1,3
4364,1708,151,90,108,1207,1230,4,2164,1417,157,53,20,1,20,144,51,146,4520,482,52,720,36,21,93,35,108,4,67,3,3,0,1,3,3,2,2,2923,3,3,13,0,1,1,1,1,1,3
9142,6731,152,5550,144,641,665,4,1719,856,158,4084,23,0,0,5553,3747,261,1969,360,94,253,100,32,116,38,144,2,64,9,0,3,1,3,3,2,2,1680,3,3,13,0,2,2,2,2,1,3
6887,4340,153,2323,132,1063,1086,4,463,1417,159,1546,2,1,11,2363,1497,624,1110,534,189,720,139,31,93,41,132,11,50,11,0,3,1,3,3,1,1,1309,3,3,13,0,0,0,3,3,1,3
8906,6466,154,5713,156,4756,4777,4,2880,421,160,3969,8,0,0,5720,3864,408,3782,584,114,741,86,32,104,44,156,7,70,8,1,1,1,0,4,0,3,4602,0,4,13,0,2,2,2,2,1,3
1420,8987,155,1128,94,2877,2896,4,1955,2019,161,780,2,0,0,1184,764,551,1183,692,143,609,136,24,88,32,94,4,66,3,3,0,1,4,5,0,3,5037,4,5,13,0,0,0,3,3,1,3
5540,2898,156,2633,152,6588,6604,4,2490,239,162,1735,9,0,0,2673,1679,352,1513,564,101,300,123,31,95,45,152,11,68,11,0,3,1,2,2,1,1,193,2,2,13,0,2,2,2,2,1,3
2884,172,157,5362,132,6899,6914,3,2349,1201,163,3743,23,0,0,5365,3649,648,4496,1257,92,788,133,28,98,39,132,3,67,2,3,0,1,2,2,1,1,672,2,2,22,0,0,0,3,3,1,3
7119,4592,158,3246,113,2413,2432,4,1036,171,164,2202,23,0,0,3273,2130,563,3268,660,150,719,125,24,85,38,113,10,59,1,2,2,1,0,4,0,3,4478,0,4,13,0,0,0,3,3,1,3
10080,7773,159,3001,126,3314,3333,3,2584,2050,165,2016,23,0,0,3038,1963,20,4335,18,100,955,180,27,93,39,126,4,69,3,3,0,1,1,1,4,0,66,1,1,22,0,3,3,4,4,1,3
8265,5815,160,1814,136,7521,7534,2,2441,262,3098,1266,13,0,0,1856,1244,613,2027,1166,100,397,193,27,90,43,136,8,68,6,2,2,1,1,1,4,0,24,1,1,15,0,0,0,3,3,1,3
10127,7827,161,3608,179,7505,7518,3,2264,436,166,2467,23,1,11,3633,2391,584,1233,1125,100,906,100,27,150,38,179,10,67,1,2,2,1,1,1,4,0,17,1,1,22,0,0,0,3,3,4,4
10777,8525,162,3186,115,5588,5604,4,742,2019,167,2158,23,0,0,3221,2088,371,152,555,107,609,90,31,88,38,115,2,55,9,0,3,1,0,4,2,2,3350,0,4,13,0,2,2,2,2,1,3
1163,7363,163,5831,102,7051,7065,4,3112,259,168,4058,10,0,0,5831,3949,389,1167,684,100,671,89,27,90,34,102,7,71,8,1,1,1,0,4,0,3,3785,0,4,13,0,2,2,2,2,1,3
1733,9290,164,2983,146,5558,5574,4,637,2019,169,2002,23,0,0,3020,1948,746,977,1279,105,609,189,29,88,46,146,8,54,6,2,2,1,3,3,1,1,1254,3,3,13,0,0,0,3,3,1,3
4692,2050,165,4913,116,5953,5969,4,1802,1980,170,3396,2,0,0,4923,3304,333,1664,670,87,557,85,25,85,39,116,6,65,0,1,1,1,2,2,1,1,206,2,2,13,0,2,2,2,2,1,3
663,3130,166,4088,117,2080,2100,4,2681,1456,171,2812,9,0,0,4107,2724,397,1012,693,101,604,96,31,78,41,117,9,69,5,2,2,1,0,4,2,2,3721,0,4,13,0,2,2,2,2,1,3
4097,1412,167,4598,115,8596,8602,4,3028,1228,172,3160,2,0,0,4612,3067,403,2558,721,100,541,104,24,97,35,115,0,71,4,3,0,1,3,3,2,2,1953,3,3,13,0,2,2,2,2,1,3
842,4779,168,3700,102,3887,3907,4,468,496,173,2537,26,0,0,33,2455,356,3263,349,131,822,68,20,81,36,102,2,50,9,0,3,1,3,3,2,2,2313,3,3,13,0,2,2,2,2,1,3
3289,581,169,4541,124,7709,7721,4,1935,380,3235,3117,9,0,0,4557,3026,926,2775,986,21,256,40,28,101,37,124,0,66,4,3,0,1,2,2,1,1,333,2,2,13,0,1,1,1,1,1,3
4046,1351,170,3389,145,8341,8349,4,3082,1491,174,2323,26,0,0,3415,2240,412,4071,743,101,665,95,30,84,47,145,6,71,0,1,1,1,0,4,0,3,4675,0,4,13,0,2,2,2,2,1,3
10864,8620,171,3530,40,1941,1961,3,2353,2149,0,2404,25,1,11,3557,2330,391,3750,577,111,387,122,24,96,17,40,3,67,2,3,0,1,1,1,4,0,52,1,1,22,0,2,2,2,2,2,2
2355,9916,172,1334,85,4136,4157,4,547,645,175,929,2,0,0,1383,924,532,4865,629,146,457,153,18,85,31,85,9,52,5,2,2,1,1,1,4,0,84,1,1,13,0,0,0,3,3,1,3
5863,3269,173,4015,91,3664,3684,4,3321,235,177,2753,4,1,11,4033,2668,315,1350,374,112,595,77,24,85,32,91,7,72,8,1,1,1,2,2,1,1,180,2,2,13,0,2,2,2,2,1,3
316,10254,174,4473,130,6823,6838,4,2821,1464,178,3073,20,0,0,4490,2973,441,3658,858,98,683,100,27,95,40,130,4,70,3,3,0,1,2,2,1,1,483,2,2,13,0,2,2,2,2,1,3
3504,792,175,2389,120,6845,6860,4,2408,334,179,1598,28,1,11,2429,1547,281,4482,373,100,549,72,27,84,40,120,6,68,0,1,1,1,3,3,2,2,2906,3,3,13,0,2,2,2,2,1,3
3505,793,176,1772,93,4922,4943,4,1178,174,179,2241,16,1,11,1813,1215,227,2330,207,103,641,54,27,86,33,93,4,61,3,3,0,1,2,2,1,1,274,2,2,13,0,1,1,1,1,1,3
7920,5450,177,1672,73,4018,4038,4,2404,747,180,3639,28,1,11,1719,1166,261,3077,411,88,690,58,22,90,27,73,6,68,0,1,1,1,3,3,2,2,2217,3,3,13,0,2,2,2,2,2,2
9075,6657,178,5688,115,4964,4985,4,2199,174,181,3957,23,0,0,5689,3847,409,3078,744,100,641,96,27,86,38,115,6,67,0,1,1,1,3,3,2,2,2218,3,3,13,0,2,2,2,2,1,3
3686,972,179,651,132,2680,2699,4,3240,942,182,429,23,0,0,702,422,437,1145,975,88,745,92,28,96,40,132,2,71,9,0,3,1,3,3,1,1,1325,3,3,13,0,2,2,2,2,1,3
1496,9066,180,1683,121,2812,2831,4,1388,2019,183,1185,23,0,0,1730,1170,296,3683,417,100,609,72,27,88,39,121,11,62,11,0,3,1,0,4,0,3,4581,0,4,13,0,2,2,2,2,1,3
7273,4747,181,617,56,7066,7080,4,1227,1964,184,405,19,1,20,668,398,156,2,108,100,490,47,27,66,28,56,10,61,1,2,2,1,5,0,4,0,10,1,1,13,0,1,1,1,1,2,2
1333,8907,182,1739,148,5730,5746,4,1107,1691,185,1211,16,1,11,1783,1192,596,1587,750,149,620,146,34,83,48,148,7,60,8,1,1,1,2,2,1,1,199,2,2,13,0,0,0,3,3,1,3
7810,5339,183,5320,160,175,199,4,2304,839,186,3713,10,0,0,5325,3620,199,2886,39,150,139,100,29,132,38,160,1,67,10,0,3,1,4,5,0,3,5163,4,5,13,0,1,1,1,1,1,3
7814,5343,184,5320,160,703,727,3,2085,837,187,3713,10,0,0,5325,3620,199,4165,39,150,271,76,29,101,46,160,1,66,10,0,3,1,2,2,1,1,592,2,2,22,0,1,1,1,1,1,3
6634,4065,185,5913,106,433,457,4,3258,151,188,79,23,0,0,5913,4003,415,1925,807,97,758,86,27,88,36,106,3,71,2,3,0,1,3,3,1,1,1662,3,3,13,0,2,2,2,2,1,3
2305,9857,186,3458,140,685,709,4,1528,837,189,2366,2,1,11,3483,2286,460,3517,104,27,271,17,28,101,41,140,11,63,11,0,3,1,2,2,1,1,458,2,2,13,0,4,4,0,0,1,3
2281,9828,187,3456,139,297,321,4,3053,837,190,2366,2,0,0,3492,2286,408,4568,104,241,271,151,28,101,40,139,4,71,3,3,0,1,2,2,1,1,690,2,2,13,0,2,2,2,2,1,3
3650,927,188,3460,145,689,713,4,1619,837,191,3336,23,1,11,3487,2286,370,1103,104,22,271,14,29,101,42,145,5,64,7,1,1,1,3,3,1,1,1305,3,3,13,0,4,4,0,0,1,3
914,5325,189,1764,146,1323,1346,4,2163,1401,192,3978,9,1,11,1805,1209,281,2103,509,84,628,67,28,90,45,146,4,67,3,3,0,1,4,5,0,3,5118,4,5,13,0,2,2,2,2,1,3
6580,4011,190,3597,150,4715,4736,4,2009,570,193,2459,9,0,0,3622,2383,819,5170,379,282,708,192,32,130,36,150,7,66,8,1,1,1,1,1,1,1,96,1,1,13,0,0,0,3,3,1,3
111,2952,191,863,137,367,391,4,3030,2106,194,587,23,0,0,913,572,408,2755,813,94,519,108,29,93,42,137,0,71,4,3,0,1,3,3,2,2,2054,3,3,13,0,2,2,2,2,1,3
10635,8369,192,935,101,4348,4369,3,2443,1481,195,643,23,0,0,985,634,58,3153,342,48,640,30,22,86,35,101,8,68,6,2,2,1,2,2,1,1,386,2,2,22,0,1,1,1,1,1,3
2731,21,193,4346,68,9300,9303,4,3103,1613,4042,3000,28,0,0,4367,2911,425,4427,412,145,578,106,19,77,28,68,7,71,8,1,1,1,0,4,0,3,4754,0,4,13,0,2,2,2,2,2,2
9916,7599,194,4905,120,1297,1320,4,2629,1537,196,3388,23,0,0,4915,3297,178,2694,162,94,72,114,27,100,36,120,6,69,0,1,1,1,0,4,0,3,4316,0,4,13,0,1,1,1,1,1,3
9917,7600,195,3586,126,9397,9398,4,3161,1655,4043,2444,27,0,0,3611,2372,481,1,947,100,762,100,27,98,38,126,10,71,1,2,2,1,5,0,4,0,1,5,0,13,0,4,4,0,0,1,3
10549,8277,196,2424,142,2710,2729,4,3286,1668,197,1613,23,0,0,2464,1560,267,1054,330,100,262,100,27,114,38,142,4,72,3,3,0,1,4,5,0,3,5030,4,5,13,0,2,2,2,2,1,3
8387,5936,197,1050,159,7493,7506,4,337,1970,198,734,23,0,0,1098,718,442,5013,842,100,686,100,27,131,38,159,5,47,7,1,1,1,5,0,4,0,9,5,0,13,0,2,2,2,2,1,3
4634,1989,198,2696,94,8078,8087,4,3174,52,199,1787,23,0,0,2736,1727,268,648,335,100,593,65,27,81,34,94,10,71,1,2,2,1,3,3,2,2,1119,3,3,13,0,2,2,2,2,1,3
9696,7358,199,3636,102,6376,6392,4,2877,269,4264,2491,9,0,0,3661,2413,108,2109,128,82,355,48,22,79,37,102,7,70,8,1,1,1,2,2,1,1,248,2,2,13,0,1,1,1,1,1,3
7592,5102,200,3778,84,4049,4069,3,1425,121,200,2585,8,1,14,3798,2503,483,722,888,106,839,92,20,74,33,84,0,63,4,3,0,1,2,2,4,0,136,2,2,22,0,0,0,3,3,1,3
9510,7143,201,887,113,3045,3064,4,3530,1401,201,601,28,0,0,937,589,178,2876,106,109,628,44,30,90,37,113,10,81,1,2,2,1,3,3,2,2,2118,3,3,13,0,1,1,1,1,1,3
6087,3496,202,5525,128,2512,2531,4,2443,486,202,3827,8,0,0,5528,3727,745,306,1181,121,526,206,26,102,38,128,8,68,6,2,2,1,0,4,2,2,3421,0,4,13,0,0,0,3,3,1,3
1429,8997,203,3405,133,7399,7413,4,3271,1572,203,2334,2,1,11,3430,2251,178,2959,361,67,747,39,31,90,42,133,0,72,4,3,0,1,0,4,0,3,4394,0,4,13,0,1,1,1,1,1,3
3995,1294,204,2712,114,3801,3821,4,363,499,204,1799,22,1,11,2752,1740,214,2382,542,63,786,43,22,83,39,114,3,47,2,3,0,1,2,2,1,1,281,2,2,13,0,1,1,1,1,1,3
6528,3958,205,1632,149,632,656,4,1027,851,205,1151,2,1,11,1679,1137,956,1413,351,41,507,30,26,101,43,149,8,59,6,2,2,1,2,2,1,1,185,2,2,13,0,1,1,1,1,1,3
1501,9071,206,2666,107,3186,3205,2,1733,82,206,1762,2,1,20,2705,1702,461,4452,863,103,673,106,28,85,36,107,3,64,2,3,0,1,0,4,0,3,4759,0,4,15,0,2,2,2,2,1,3
8965,6535,207,4608,7,2634,2653,4,1070,812,207,3166,9,0,0,4622,3073,296,3436,367,107,238,119,16,31,17,7,3,59,2,3,0,1,1,1,1,1,45,1,1,13,0,2,2,2,2,2,2
8962,6532,208,4768,147,9800,9801,4,3050,277,207,3287,26,0,0,4780,3195,279,5192,367,100,255,106,27,119,38,147,4,71,3,3,0,1,2,2,1,1,879,2,2,13,0,2,2,2,2,1,3
8963,6533,209,1322,130,2685,2704,4,3024,810,207,921,26,0,0,1370,914,503,1548,611,139,463,142,29,80,44,130,3,70,2,3,0,1,2,2,4,0,196,2,2,13,0,0,0,3,3,1,3
8237,5788,210,2453,109,1622,1645,4,2342,1359,208,1691,2,1,26,2493,1577,408,5096,741,100,795,81,27,87,36,109,3,67,2,3,0,1,2,2,1,1,845,2,2,13,0,2,2,2,2,1,3
8617,6162,211,6142,120,9700,9701,3,273,101,209,4226,8,1,11,6141,4115,362,4333,968,73,1074,38,26,120,31,120,11,44,11,0,3,1,3,3,2,2,2841,3,3,22,0,2,2,2,2,1,3
8618,6163,212,5410,122,9083,9086,4,2140,1777,6031,450,25,1,11,5412,3666,713,1709,1387,78,28,56,35,67,45,122,0,67,4,3,0,1,1,1,4,0,21,1,1,13,0,1,1,1,1,1,3
4338,1679,213,5333,133,9716,9717,4,3309,1465,211,3165,2,1,11,5336,3630,223,1107,215,100,179,100,27,105,38,133,6,72,0,1,1,1,3,3,2,2,1308,3,3,13,0,1,1,1,1,1,3
4335,1676,214,3467,127,5595,5611,4,819,2020,212,2367,2,0,0,3493,2287,507,3997,997,100,712,113,27,95,39,127,3,56,2,3,0,1,3,3,2,2,2671,3,3,13,0,0,0,3,3,1,3
363,690,215,2621,67,606,630,3,3078,2112,213,1729,15,1,11,2661,1673,220,1880,208,100,613,53,27,76,28,67,5,71,7,1,1,1,2,2,1,1,225,2,2,22,0,1,1,1,1,2,2
361,683,216,2563,91,1909,1929,4,2966,82,214,1695,2,0,0,2603,1645,585,1778,1128,100,673,136,27,85,32,91,11,70,11,0,3,1,4,5,3,4,5096,4,5,13,0,0,0,3,3,1,3
362,687,217,4737,82,8294,8303,3,3055,1123,215,3260,9,0,0,4749,3166,296,3618,417,100,141,144,27,122,22,82,4,71,3,3,0,1,1,1,1,1,49,1,1,22,0,2,2,2,2,1,3
1139,7245,218,4465,108,5058,5078,4,2213,719,216,3075,20,0,0,4484,2970,262,3339,827,60,350,85,25,88,36,108,7,67,8,1,1,1,1,1,4,0,43,1,1,13,0,2,2,2,2,1,3
7761,5286,219,2128,71,1236,1259,4,3081,1410,4462,1438,28,1,20,2169,1405,371,4290,896,80,775,75,18,51,36,71,5,71,7,1,1,1,2,2,1,1,620,2,2,13,0,2,2,2,2,2,2
802,4491,220,3081,131,4464,4485,4,1179,551,219,2087,28,0,0,3120,2021,713,738,569,21,203,31,35,95,40,131,4,61,3,3,0,1,0,4,2,2,3615,0,4,13,0,1,1,1,1,1,3
7271,4745,221,5066,116,7328,7342,4,2069,1907,220,3512,23,0,0,5073,3418,408,4942,890,88,852,76,28,82,40,116,11,66,11,0,3,1,2,2,1,1,804,2,2,13,0,2,2,2,2,1,3
1320,8895,222,1675,130,747,771,4,3497,2019,221,1184,23,0,0,1729,1169,221,4955,523,66,609,54,30,88,42,130,11,77,11,0,3,1,0,4,0,3,4853,0,4,13,0,1,1,1,1,1,3
7275,4749,223,626,58,490,514,4,2204,828,222,3449,9,0,0,677,404,461,4365,892,100,631,110,27,87,23,58,7,67,8,1,1,1,1,1,1,1,67,1,1,13,0,2,2,2,2,2,2
7064,4524,224,4875,101,2883,2902,4,2374,2019,223,3374,28,0,0,4885,3277,353,528,878,77,609,85,25,88,34,101,4,68,3,3,0,1,3,3,1,1,1081,3,3,13,0,2,2,2,2,1,3
4517,1868,225,44,124,8932,8935,4,3201,249,224,28,25,0,0,107,29,333,2833,496,102,370,106,28,101,37,124,11,71,11,0,3,1,0,4,0,3,4356,0,4,13,0,2,2,2,2,1,3
5582,2945,226,5176,144,8753,8758,4,3202,471,225,3596,9,1,11,5182,3501,370,4938,56,25,498,100,28,121,37,144,1,71,10,0,3,1,1,1,1,1,87,1,1,13,0,4,4,0,0,1,3
2123,9670,227,4084,125,4578,4599,4,995,2116,226,2811,8,0,0,4106,2723,790,5232,929,174,1014,105,32,122,32,125,5,59,7,1,1,1,2,2,1,1,893,2,2,13,0,0,0,3,3,1,3
9366,6994,228,2938,131,1762,1783,4,1367,405,227,706,23,1,20,2975,1914,651,1709,1205,100,330,227,27,91,41,131,10,62,1,2,2,1,1,1,4,0,21,1,1,13,0,0,0,3,3,1,3
1364,8935,229,1965,149,2442,2461,4,1458,486,6081,1350,4,0,0,2008,1323,185,221,698,49,526,50,29,102,43,149,5,63,7,1,1,1,1,1,4,0,11,1,1,13,0,1,1,1,1,1,3
9810,7478,230,5599,105,3522,3542,4,1004,230,228,3891,20,0,0,5602,3789,205,358,362,75,145,100,28,77,38,105,6,59,0,1,1,1,3,3,1,1,1015,3,3,13,0,1,1,1,1,1,3
9891,7571,231,3504,78,188,212,4,2387,152,229,2391,20,0,0,3530,2315,308,222,553,89,647,72,20,76,31,78,5,68,7,1,1,1,1,1,1,1,110,2,2,13,0,2,2,2,2,1,3
5604,2977,232,4345,138,8837,8841,4,1748,1808,230,2999,10,1,20,4363,2910,296,4177,331,112,327,100,29,110,38,138,0,65,4,3,0,1,1,1,1,1,62,1,1,13,0,2,2,2,2,1,3
11002,8757,233,2962,96,756,780,4,2298,111,231,1990,23,0,0,3002,1934,530,4501,812,125,909,90,22,92,32,96,11,67,11,0,3,1,0,4,0,3,4767,0,4,13,0,0,0,3,3,1,3
7536,5036,234,3323,100,5080,5100,4,2838,628,232,2269,23,0,0,3351,2188,209,776,581,60,372,67,29,84,35,100,5,70,7,1,1,1,0,4,0,3,3634,0,4,13,0,1,1,1,1,1,3
6585,4015,235,5357,144,2533,2552,4,2485,171,233,3737,23,0,0,5360,3644,353,2897,662,92,719,76,30,85,46,144,10,68,1,2,2,1,3,3,2,2,2129,3,3,13,0,2,2,2,2,1,3
11013,8770,236,1442,94,970,993,2,1527,1401,234,1009,23,0,0,1492,1000,434,4019,732,107,628,103,21,90,32,94,11,63,11,0,3,1,0,4,0,3,4665,0,4,15,0,2,2,2,2,1,3
11011,8768,237,573,82,9419,9420,2,2482,1363,2031,379,23,0,0,624,371,199,308,171,100,292,72,27,53,38,82,10,68,1,2,2,1,2,2,1,1,114,2,2,15,0,1,1,1,1,1,3
9931,7616,238,317,105,7078,7092,4,1997,171,235,215,2,0,0,371,216,371,407,615,101,719,80,31,85,36,105,7,66,8,1,1,1,0,4,2,2,3465,0,4,13,0,2,2,2,2,1,3
833,4689,239,2339,134,8726,8732,4,2458,1867,236,1561,23,1,20,2379,1508,799,1255,932,176,682,190,25,94,41,134,9,68,5,2,2,1,4,5,0,3,5047,4,5,13,0,0,0,3,3,1,3
834,4700,240,2339,126,8724,8730,4,2474,1867,5095,1561,23,1,20,2379,1508,563,1816,932,120,682,130,23,94,39,126,10,68,1,2,2,1,1,1,4,0,22,1,1,13,0,0,0,3,3,1,3
9578,7221,241,4436,157,948,971,4,1448,1401,237,3056,23,0,0,4454,2959,14,2644,14,100,628,279,27,90,48,157,5,63,7,1,1,1,3,3,2,2,1994,3,3,13,0,3,3,4,4,1,3
7496,4988,242,5424,144,7218,7232,3,1729,1300,238,3779,9,1,11,5428,3677,267,4788,381,93,740,56,30,84,46,144,2,64,9,0,3,1,2,2,1,1,753,2,2,22,0,2,2,2,2,1,3
6717,4153,243,3357,115,7036,7050,4,982,765,239,2291,9,1,11,3383,2211,184,4643,356,69,381,60,29,86,38,115,0,59,4,3,0,1,3,3,2,2,2979,3,3,13,0,1,1,1,1,1,3
7963,5495,244,1484,102,1597,1620,4,1564,1359,240,1025,25,1,11,1531,1016,241,604,262,100,795,48,27,87,35,102,2,63,9,0,3,1,3,3,1,1,1103,3,3,13,0,2,2,2,2,1,3
10567,8293,245,1157,144,7500,7513,3,900,926,241,3303,23,1,11,1205,782,370,2439,622,100,465,102,32,98,42,144,0,58,4,3,0,1,2,2,1,1,287,2,2,22,0,4,4,0,0,1,3
7303,4785,246,1156,101,7498,7511,3,762,926,242,51,2,1,20,1204,782,370,1349,622,100,465,102,22,98,32,101,5,56,7,1,1,1,1,1,4,0,18,1,1,22,0,4,4,0,0,1,3
9451,7083,247,965,83,3525,3545,4,1165,225,243,2723,20,0,0,1015,655,289,2911,393,100,571,72,27,87,30,83,3,60,2,3,0,1,2,2,1,1,352,2,2,13,0,2,2,2,2,1,3
9449,7080,248,4823,110,3803,3823,4,706,496,244,3330,9,0,0,4833,3236,389,280,684,100,822,74,27,81,38,110,9,55,5,2,2,1,3,3,1,1,989,3,3,13,0,2,2,2,2,1,3
10507,8233,249,2846,109,4123,4143,4,1730,645,245,1903,2,1,11,2884,1846,482,2711,638,129,457,137,26,85,37,109,2,64,9,0,3,1,3,3,2,2,2034,3,3,13,0,0,0,3,3,1,3
7686,5206,250,1013,98,8762,8767,4,2495,690,246,703,9,1,11,1060,689,282,5022,386,98,290,100,31,70,38,98,11,68,11,0,3,1,2,2,1,1,827,2,2,13,0,2,2,2,2,1,3
9070,6651,251,5223,88,5451,5469,4,1082,1691,247,3637,10,0,0,5229,3542,199,4914,171,100,620,49,27,83,32,88,4,60,3,3,0,1,2,2,2,2,793,2,2,13,0,1,1,1,1,1,3
8149,5698,252,48,112,6976,6990,4,3515,252,419,28,20,1,28,102,29,230,3239,496,1,119,1,25,113,31,112,6,79,0,1,1,1,1,1,4,0,41,1,1,13,0,4,4,0,0,1,3
2100,9649,253,2581,87,1331,1354,4,2401,1417,248,1708,4,1,11,2620,1656,557,285,1275,77,720,123,22,93,29,87,5,68,7,1,1,1,4,5,0,3,4935,4,5,13,0,2,0,2,3,1,3
3971,1268,254,2338,153,7715,7727,4,3246,380,249,1561,23,0,0,2380,1508,339,5152,932,71,256,129,29,101,44,153,3,71,2,3,0,1,2,2,1,1,863,2,2,13,0,2,2,2,2,1,3
